거래번호,계좌번호,고객번호,도시,신용점수,가입일,계좌유형,잔액_USD,개설일,거래금액_USD,transaction_amount_numeric,거래일시,days_from_opening_to_transaction,days_from_signup_to_opening,date_logic_classification
TXN629ASKB4S1HBAM,ACCXMJAYAHHW89A,CUS04YP5AB98Z8B,West Jason,718,2023-05-27 04:26:14,Savings,154339.87,2020-04-19 03:33:00,"$9,511.49",9511.49,2019-05-12 05:57:20,-342.8997685185185,-1133.0369675925926,Transaction before account opening
TXN7QH1F3MVZO20O1,ACCIV7DXETPUGGQ,CUS05KHJUATC87F,North Christinahaven,676,2022-11-10 06:33:32,Checking,148665.37,2025-05-14 22:05:00,"$9,958.74",9958.74,2019-05-12 11:45:48,-2194.43,916.6468518518518,Transaction before account opening
TXNVEHW2V219YW0BH,ACCNQMEAJU0POQ4,CUS03SNPPEJR055,South Eddieshire,757,2024-07-31 19:30:04,Savings,141336.06,2021-10-05 07:46:00,"$9,559.01",9559.01,2019-05-12 19:21:48,-876.5168055555556,-1030.4889351851853,Transaction before account opening
TXNUOM4EMB6OZPH88,ACC9XCEHPJON7WP,CUS02SJQ7OLO173,New Sandra,731,2025-07-22 18:34:15,Business,62793.71,2023-11-09 21:59:00,"$1,007.76",1007.76,2019-05-12 20:30:25,-1642.0615162037036,-620.8578125,Transaction before account opening
TXN9LJ7P32QPKGRDZ,ACCY0TJ0L10AGV6,CUS00BGBB1R3YQS,South Valerie,748,2021-12-21 06:39:33,Savings,86233.12,2024-12-06 21:01:00,"$3,208.26",3208.26,2019-05-13 10:07:10,-2034.454050925926,1081.5982291666667,Transaction before account opening
TXNU689IFFCQW4QN2,ACCXBSOSM3IQSUC,CUS04CG9HO6QAK7,Lake Soniafort,730,2019-02-12 07:38:09,Checking,21308.95,2021-06-24 17:56:00,"$2,594.00",2594.0,2019-05-13 15:44:19,-773.0914467592593,863.4290625,Transaction before account opening
TXN62IK5VZ00OLXC5,ACCXK7JZ0R4JMER,CUS069XU8SO2HSM,New Paulmouth,723,2020-08-12 21:24:31,Savings,57084.45,2024-06-03 19:30:00,NaN,NaN,2019-05-13 21:05:12,-1847.933888888889,1390.920474537037,Transaction before account opening
TXNT8FL0WGH1HG53M,ACCWU288D1Z9E5R,CUS069XU8SO2HSM,New Paulmouth,723,2020-08-12 21:24:31,Checking,146.54,2022-01-25 03:37:00,"$9,365.54",9365.54,2019-05-13 21:55:24,-987.2372222222223,530.2586689814815,Transaction before account opening
TXNUKNVKNUSSKI665,ACCWBFUW5F7ZLR4,CUS03U5B3EGIK5A,North Jonathanmouth,632,2020-07-08 21:47:06,Savings,65142.68,2019-07-20 11:07:00,"$9,554.37",9554.37,2019-05-14 03:29:45,-67.31753472222222,-354.4445138888889,Transaction before account opening
TXN82A6J7O0UMQG6E,ACCXMJAYAHHW89A,CUS04YP5AB98Z8B,West Jason,718,2023-05-27 04:26:14,Savings,154339.87,2020-04-19 03:33:00,"$7,592.72",7592.72,2019-05-16 22:01:37,-338.2301273148148,-1133.0369675925926,Transaction before account opening
TXNNU9A5LF7SM1YXM,ACCOIL2Z431MWJW,CUS00RD5H4TVSDK,West Kayla,467,2020-12-15 03:07:52,Checking,44793.73,2024-11-04 16:38:00,"$2,843.06",2843.06,2019-05-17 14:47:20,-1998.0768518518519,1420.5625925925926,Transaction before account opening
